,movie,imdb,votes,mpaa,genre,director,writer,actor,country,budget,box_office_wknd1,box_office_dom,box_office_gross,prod_company,runtime
297,War for the Planet of the Apes,7.4,223282.0,PG-13,Action,Matt Reeves,Mark Bomback,Andy Serkis,USA,150000000.0,56262929.0,146880162.0,490719763.0,Twentieth Century Fox,140.0
298,The Conjuring 2,7.3,219348.0,R,Horror,James Wan,Chad Hayes,Vera Farmiga,Canada,40000000.0,40406314.0,102470008.0,320392818.0,New Line Cinema,134.0
299,Criminal,6.3,58091.0,R,Action,Ariel Vromen,Douglas Cook,Kevin Costner,USA,31500000.0,5767278.0,14708696.0,38803993.0,Summit Entertainment,113.0
300,The Rhythm Section,5.2,9307.0,R,Action,Reed Morano,Mark Burnell,Blake Lively,UK,50000000.0,2715384.0,5437971.0,5989583.0,Paramount Pictures,109.0
301,xXx: Return of Xander Cage,5.2,83919.0,PG-13,Action,D.J. Caruso,Rich Wilkes,Vin Diesel,China,85000000.0,20130142.0,44898413.0,346118277.0,Huahua Media,107.0
302,American Assassin,6.2,68359.0,R,Action,Michael Cuesta,Stephen Schiff,"""Dylan O'Brien""",USA,33000000.0,14846778.0,36249674.0,67234188.0,CBS Films,111.0
303,The Danish Girl,7.1,160391.0,R,Biography,Tom Hooper,Lucinda Coxon,Eddie Redmayne,UK,15000000.0,187318.0,11114018.0,64191523.0,Working Title Films,119.0
304,Trolls,6.5,70590.0,PG,Animation,"Mike Mitchell, Walt Dohrn (co-director)",Jonathan Aibel,Anna Kendrick,USA,125000000.0,46581142.0,153707064.0,346864462.0,DreamWorks Animation,92.0
305,Child's Play,5.8,41799.0,R,Horror,Lars Klevberg,Tyler Burton Smith,Tim Matheson,Canada,10000000.0,14094594.0,29208403.0,44902237.0,Orion Pictures,90.0
306,The Grudge,4.3,17871.0,R,Horror,Nicolas Pesce,Nicolas Pesce,Tara Westwood,USA,10000000.0,11404113.0,21221803.0,49511319.0,Screen Gems,94.0
307,Green Room,7.0,104657.0,R,Horror,Jeremy Saulnier,Jeremy Saulnier,Anton Yelchin,USA,5000000.0,87984.0,3220371.0,3769214.0,Broad Green Pictures,95.0
308,The Secret Life of Pets,6.5,179923.0,PG,Animation,"Chris Renaud, Yarrow Cheney (co-director)",Cinco Paul,Louis C.K.,USA,75000000.0,104352905.0,368384330.0,875457937.0,Universal Pictures,87.0
309,Spy,7.0,226662.0,R,Action,Paul Feig,Paul Feig,Melissa McCarthy,USA,65000000.0,29085719.0,110825712.0,235666219.0,Twentieth Century Fox,120.0
310,Night School,5.6,33643.0,PG-13,Comedy,Malcolm D. Lee,Kevin Hart,Kevin Hart,USA,29000000.0,27257615.0,77339130.0,103105878.0,Hartbeat Productions,111.0
311,Rampage,6.1,138912.0,PG-13,Action,Brad Peyton,Ryan Engle,Dwayne Johnson,USA,120000000.0,35753093.0,101028233.0,428028233.0,New Line Cinema,107.0
312,Ghostbusters: Answer the Call,6.5,200727.0,PG-13,Action,Paul Feig,Katie Dippold,Melissa McCarthy,USA,144000000.0,46018755.0,128350574.0,229147509.0,Columbia Pictures,117.0
313,Abominable,7.0,26608.0,PG,Animation,"Jill Culton, Todd Wilderman (co-director)",Jill Culton,Chloe Bennet,China,75000000.0,20612100.0,60716390.0,179052558.0,DreamWorks Animation,97.0
314,The Hitman's Bodyguard,6.9,181981.0,R,Action,Patrick Hughes,Tom O'Connor,Ryan Reynolds,USA,30000000.0,21384504.0,75468583.0,176600207.0,Summit Entertainment,118.0
315,Silence,7.2,97784.0,R,Drama,Martin Scorsese,Jay Cocks,Andrew Garfield,USA,46000000.0,130880.0,7100177.0,23834809.0,SharpSword Films,161.0
316,Sully,7.4,231518.0,PG-13,Biography,Clint Eastwood,Todd Komarnicki,Tom Hanks,USA,60000000.0,35028301.0,125070033.0,240797623.0,Flashlight Films,96.0
317,Tolkien,6.8,30617.0,PG-13,Biography,Dome Karukoski,David Gleeson,Nicholas Hoult,USA,20000000.0,2200537.0,4535154.0,9090040.0,Fox Searchlight Pictures,112.0
318,Under the Silver Lake,6.5,31000.0,R,Crime,David Robert Mitchell,David Robert Mitchell,Andrew Garfield,USA,8500000.0,35270.0,46083.0,2053469.0,Vendian Entertainment,139.0
319,Anomalisa,7.3,64658.0,R,Animation,"Duke Johnson, Charlie Kaufman",Charlie Kaufman,David Thewlis,UK,8000000.0,135222.0,3759286.0,5659286.0,Paramount Animation,90.0
320,Focus,6.6,213401.0,R,Comedy,"Glenn Ficarra, John Requa",Glenn Ficarra,Will Smith,USA,50100000.0,18685137.0,53862963.0,158762963.0,Kramer & Sigman Films,105.0
321,Pride and Prejudice and Zombies,5.8,50435.0,PG-13,Action,Burr Steers,Burr Steers,Lily James,USA,28000000.0,5324240.0,10938134.0,16457494.0,Cross Creek Pictures,108.0
322,Power Rangers,5.9,100301.0,PG-13,Action,Dean Israelite,John Gatins,Dacre Montgomery,USA,100000000.0,40300288.0,85364450.0,142337240.0,Lionsgate,124.0
323,What Men Want,5.3,20732.0,R,Comedy,Adam Shankman,Tina Gordon,Taraji P. Henson,USA,20000000.0,18232087.0,54611903.0,72216294.0,BET Films,117.0
324,The Spy Who Dumped Me,6.0,66382.0,R,Action,Susanna Fogel,Susanna Fogel,Justin Theroux,Canada,40000000.0,12103043.0,33562069.0,75339459.0,BRON Studios,117.0
325,Truth or Dare,5.2,45846.0,PG-13,Horror,Jeff Wadlow,Michael Reisz,Lucy Hale,USA,3500000.0,18667855.0,41411015.0,95330493.0,Blumhouse Productions,100.0
326,Countdown,5.4,22694.0,PG-13,Horror,Justin Dec,Justin Dec,Elizabeth Lail,USA,6500000.0,8865082.0,25621766.0,48021766.0,STX Films,90.0
327,Geostorm,5.3,91445.0,PG-13,Action,Dean Devlin,Dean Devlin,Gerard Butler,USA,120000000.0,13707376.0,33700160.0,221600160.0,Warner Bros.,109.0
328,I Still Believe,6.5,6592.0,PG,Biography,"Andrew Erwin (as The Erwin Brothers), Jon Erwin (as The Erwin Brothers)",Jeremy Camp,K.J. Apa,USA,12000000.0,9103614.0,9868521.0,15584816.0,Kevin Downes Productions,116.0
329,Creed II,7.1,100525.0,PG-13,Drama,Steven Caple Jr.,Juel Taylor,Michael B. Jordan,USA,50000000.0,35574710.0,115715889.0,214215889.0,Metro-Goldwyn-Mayer (MGM),130.0
330,Black Mass,6.9,165206.0,R,Biography,Scott Cooper,Mark Mallouk,Johnny Depp,USA,53000000.0,22635037.0,62575678.0,99775678.0,Cross Creek Pictures,123.0
331,Boy Erased,6.9,29756.0,R,Biography,Joel Edgerton,Garrard Conley,Lucas Hedges,Australia,11000000.0,207057.0,6788692.0,11853081.0,Focus Features,115.0
332,Crimson Peak,6.5,127425.0,R,Horror,Guillermo del Toro,Guillermo del Toro,Mia Wasikowska,Canada,55000000.0,13143310.0,31090320.0,74679822.0,Double Dare You (DDY),119.0
333,12 Strong,6.6,65415.0,R,Action,Nicolai Fuglsig,Ted Tally,Chris Hemsworth,USA,35000000.0,15815025.0,45819713.0,67450815.0,Alcon Entertainment,130.0
334,Peppermint,6.5,49903.0,R,Action,Pierre Morel,Chad St. John,Jennifer Garner,Hong Kong,25000000.0,13423255.0,35418723.0,53918723.0,STX Films,101.0
335,Hotel Artemis,6.1,42868.0,R,Action,Drew Pearce,Drew Pearce,Jodie Foster,UK,15000000.0,3232790.0,6708147.0,13313581.0,The Ink Factory,94.0
336,Pet Sematary,5.7,77776.0,R,Horror,"Kevin Kölsch, Dennis Widmyer",Stephen King,Jason Clarke,USA,21000000.0,24502775.0,54724696.0,113118226.0,Paramount Pictures,101.0
337,Now You See Me 2,6.5,242316.0,PG-13,Action,Jon M. Chu,Ed Solomon,Jesse Eisenberg,France,90000000.0,22383146.0,65075540.0,334897606.0,Summit Entertainment,129.0
338,Only the Brave,7.6,55527.0,PG-13,Action,Joseph Kosinski,Sean Flynn,Josh Brolin,USA,38000000.0,6002665.0,18343983.0,26351322.0,Columbia Pictures,134.0
339,Stuber,6.2,38421.0,R,Action,Michael Dowse,Tripper Clancy,Dave Bautista,USA,16000000.0,8225384.0,22370452.0,32390945.0,GoldDay,93.0
340,Ghost in the Shell,6.3,192179.0,PG-13,Action,Rupert Sanders,Shirow Masamune,Scarlett Johansson,USA,110000000.0,18676033.0,40563557.0,169801921.0,Paramount Pictures,107.0
341,Waves,7.6,15108.0,R,Drama,Trey Edward Shults,Trey Edward Shults,Kelvin Harrison Jr.,USA,6000000.0,134333.0,1658790.0,2563252.0,BRON Studios,135.0
342,Searching,7.6,134661.0,PG-13,Drama,Aneesh Chaganty,Aneesh Chaganty,John Cho,Russia,880000.0,388769.0,26020957.0,75462037.0,Screen Gems,102.0
343,Pitch Perfect 2,6.4,140088.0,PG-13,Comedy,Elizabeth Banks,Kay Cannon,Anna Kendrick,USA,29000000.0,69216890.0,184296230.0,287144079.0,Brownstone Productions (II),115.0
344,No Escape,6.8,76894.0,R,Action,John Erick Dowdle,John Erick Dowdle,Lake Bell,USA,16200000.0,8111264.0,27288872.0,54418872.0,Bold Films,103.0
345,The Intern,7.1,214350.0,PG-13,Comedy,Nancy Meyers,Nancy Meyers,Robert De Niro,USA,35000000.0,17728313.0,75764672.0,194564672.0,Waverly Films,121.0
346,Lights Out,6.3,112301.0,PG-13,Drama,David F. Sandberg,Eric Heisserer,Teresa Palmer,USA,4900000.0,21688103.0,67268835.0,148868835.0,New Line Cinema,81.0
347,The Hustle,5.4,44643.0,PG-13,Comedy,Chris Addison,Stanley Shapiro,Anne Hathaway,USA,21000000.0,13007709.0,35417038.0,95058794.0,Metro-Goldwyn-Mayer (MGM),93.0
348,The Visit,6.2,111253.0,PG-13,Horror,M. Night Shyamalan,M. Night Shyamalan,Olivia DeJonge,USA,5000000.0,25427560.0,65206105.0,98450062.0,Blinding Edge Pictures,94.0
349,The Death of Stalin,7.2,82830.0,R,Comedy,Armando Iannucci,Armando Iannucci,Steve Buscemi,UK,13000000.0,184805.0,8047856.0,24646055.0,Quad Productions,107.0
350,Central Intelligence,6.3,155986.0,PG-13,Action,Rawson Marshall Thurber,Ike Barinholtz,Dwayne Johnson,USA,50000000.0,35535250.0,127440871.0,216972543.0,New Line Cinema,107.0
351,The Secret Life of Pets 2,6.5,47001.0,PG,Animation,"Chris Renaud, Jonathan del Val (co-director) (as Jonathan Del Val)",Brian Lynch,Patton Oswalt,USA,80000000.0,46652680.0,158874395.0,430051293.0,Universal Pictures,86.0
352,The Foreigner,7.0,97166.0,R,Action,Martin Campbell,David Marconi,Katie Leung,UK,35000000.0,13113024.0,34393507.0,145418070.0,STX Entertainment,113.0
353,Sausage Party,6.1,172701.0,R,Animation,"Greg Tiernan, Conrad Vernon",Kyle Hunter,Seth Rogen,USA,19000000.0,34263534.0,97685686.0,140705322.0,Annapurna Pictures,89.0
354,Blockers,6.2,69434.0,R,Comedy,Kay Cannon,Brian Kehoe,Leslie Mann,USA,21000000.0,20556350.0,60311495.0,94019120.0,Point Grey Pictures,102.0
355,Bridge of Spies,7.6,282339.0,PG-13,Drama,Steven Spielberg,Matt Charman,Tom Hanks,Germany,40000000.0,15371203.0,72313754.0,165478348.0,DreamWorks,142.0
356,I Feel Pretty,5.5,47488.0,PG-13,Comedy,"Abby Kohn, Marc Silverstein",Abby Kohn,Amy Schumer,China,32000000.0,16030218.0,48795601.0,94539426.0,Huayi Brothers Pictures,110.0
357,The DUFF,6.5,81841.0,PG-13,Comedy,Ari Sandel,Josh A. Cagan,Mae Whitman,USA,8500000.0,10809149.0,34030343.0,43709744.0,CBS Films,101.0
358,Cars 3,6.7,72392.0,G,Animation,Brian Fee,Brian Fee,Owen Wilson,USA,175000000.0,53688680.0,152901115.0,383930656.0,Pixar Animation Studios,102.0
359,White Boy Rick,6.4,25002.0,R,Crime,Yann Demange,Andy Weiss,Matthew McConaughey,USA,29000000.0,8860431.0,24011188.0,25957482.0,LBI Productions,111.0
360,The Curse of La Llorona,5.3,35595.0,R,Horror,Michael Chaves,Mikki Daughtry,Linda Cardellini,USA,9000000.0,26347631.0,54733739.0,123133739.0,Atomic Monster,93.0
361,Dumbo,6.3,63367.0,PG,Adventure,Tim Burton,Ehren Kruger,Colin Farrell,USA,170000000.0,45990748.0,114766307.0,353284621.0,Walt Disney Pictures,112.0
362,It Comes at Night,6.2,81540.0,R,Horror,Trey Edward Shults,Trey Edward Shults,Joel Edgerton,USA,5000000.0,5988370.0,13985117.0,19735344.0,Animal Kingdom,91.0
363,Assassin's Creed,5.7,182096.0,PG-13,Action,Justin Kurzel,Michael Lesslie,Michael Fassbender,USA,125000000.0,10278225.0,54647948.0,240697856.0,New Regency Productions,115.0
364,The Great Wall,5.9,122726.0,PG-13,Action,Yimou Zhang,Carlo Bernard,Matt Damon,USA,150000000.0,18469620.0,45540830.0,334933831.0,Legendary East,103.0
365,Tag,6.5,110137.0,R,Action,Jeff Tomsic,Rob McKittrick,Jeremy Renner,USA,28000000.0,14947396.0,54730625.0,78130625.0,Broken Road Productions,100.0
366,Peter Rabbit,6.6,34168.0,PG,Adventure,Will Gluck,Rob Lieber,James Corden,USA,50000000.0,25010928.0,115253424.0,351266433.0,Columbia Pictures,95.0
367,Happy Death Day,6.6,111824.0,PG-13,Horror,Christopher Landon,Scott Lobdell,Jessica Rothe,USA,4800000.0,26039025.0,55683845.0,125479266.0,Universal Pictures,96.0
368,Cold Pursuit,6.2,54340.0,R,Action,Hans Petter Moland,Frank Baldwin,Liam Neeson,UK,60000000.0,11030233.0,32138862.0,76419755.0,Summit Entertainment,119.0
369,Black and Blue,6.3,14188.0,R,Action,Deon Taylor,Peter A. Dowling,Naomie Harris,USA,12000000.0,8376846.0,22055313.0,22741061.0,Hidden Empire Film Group,108.0
370,Point Break,5.3,57593.0,PG-13,Action,Ericson Core,Kurt Wimmer,Edgar Ramírez,China,105000000.0,9800252.0,28782481.0,133718711.0,Alcon Entertainment,114.0
371,The Girl in the Spider's Web,6.1,38934.0,R,Action,Fede Alvarez,David Lagercrantz,Claire Foy,Germany,43000000.0,7810112.0,14841338.0,35164920.0,Columbia Pictures,115.0
372,War Dogs,7.1,173114.0,R,Biography,Todd Phillips,Stephen Chin,Jonah Hill,USA,40000000.0,14685305.0,43034523.0,86234523.0,BZ Entertainment,114.0
373,Swiss Army Man,7.0,103676.0,R,Comedy,"Dan Kwan (as Daniel Kwan), Daniel Scheinert",Daniel Scheinert,Paul Dano,USA,3000000.0,105453.0,4210454.0,4935501.0,Blackbird,97.0
374,The Art of Racing in the Rain,7.6,22596.0,PG,Comedy,Simon Curtis,Mark Bomback,Kevin Costner,USA,18000000.0,8137584.0,26395642.0,33766787.0,Fox 2000 Pictures,109.0
375,Shaft,6.4,42498.0,R,Action,Tim Story,Ernest Tidyman,Samuel L. Jackson,USA,35000000.0,8901419.0,21360215.0,21360215.0,Davis Entertainment,111.0
376,Maze Runner: The Death Cure,6.2,108026.0,PG-13,Action,Wes Ball,T.S. Nowlin,"""Dylan O'Brien""",USA,62000000.0,24167011.0,58032443.0,288175335.0,Gotham Group,143.0
377,Finding Dory,7.3,234751.0,PG,Animation,"Andrew Stanton, Angus MacLane (co-director)",Andrew Stanton,Ellen DeGeneres,USA,200000000.0,135060273.0,486295561.0,1028570889.0,Pixar Animation Studios,97.0
378,Skyscraper,5.8,103325.0,PG-13,Action,Rawson Marshall Thurber,Rawson Marshall Thurber,Dwayne Johnson,Hong Kong,125000000.0,24905015.0,68420120.0,304868961.0,Legendary Entertainment,102.0
379,Snowden,7.3,132849.0,R,Biography,Oliver Stone,Kieran Fitzgerald,Joseph Gordon-Levitt,UK,40000000.0,8000058.0,21587519.0,37357216.0,KrautPack Entertainment,134.0
380,Tomorrowland,6.4,170019.0,PG,Action,Brad Bird,Damon Lindelof,George Clooney,USA,190000000.0,33028165.0,93436322.0,209035668.0,Walt Disney Pictures,130.0
381,The Boy,6.0,78003.0,PG-13,Horror,William Brent Bell,Stacey Menear,Lauren Cohan,USA,10000000.0,10778392.0,35819556.0,73929392.0,Lakeshore Entertainment,97.0
382,Ma,5.6,36850.0,R,Horror,Tate Taylor,Scotty Landes,Octavia Spencer,USA,5000000.0,18099805.0,45896028.0,61105744.0,Blumhouse Productions,99.0
383,Deepwater Horizon,7.1,147742.0,PG-13,Action,Peter Berg,Matthew Michael Carnahan,Mark Wahlberg,Hong Kong,110000000.0,20223544.0,61433527.0,121790373.0,Summit Entertainment,107.0
384,"Love, Simon",7.6,95169.0,PG-13,Comedy,Greg Berlanti,Becky Albertalli,Nick Robinson,USA,17000000.0,11756244.0,40826341.0,66316289.0,Fox 2000 Pictures,110.0
385,Creed,7.6,242741.0,PG-13,Drama,Ryan Coogler,Ryan Coogler,Michael B. Jordan,USA,35000000.0,29632823.0,109767581.0,173567581.0,Metro-Goldwyn-Mayer (MGM),133.0
386,Tully,7.0,51223.0,R,Comedy,Jason Reitman,Diablo Cody,Charlize Theron,USA,13000000.0,3282610.0,9369755.0,15636462.0,BRON Studios,95.0
387,Steve Jobs,7.2,151183.0,R,Biography,Danny Boyle,Aaron Sorkin,Michael Fassbender,UK,30000000.0,521522.0,17766658.0,34441873.0,Universal Pictures,122.0
388,The Current War,6.5,17387.0,PG-13,Biography,Alfonso Gomez-Rejon,Michael Mitnick,Benedict Cumberbatch,USA,30000000.0,2633717.0,5979540.0,12217160.0,Bazelevs Production,108.0
389,Straight Outta Compton,7.8,176760.0,R,Biography,F. Gary Gray,Jonathan Herman,"""O'Shea Jackson Jr.""",USA,28000000.0,60200180.0,161197785.0,201634991.0,Universal Pictures,147.0
390,Demolition,7.0,86993.0,R,Action,Jean-Marc Vallée,Bryan Sipe,Jake Gyllenhaal,USA,10000000.0,1100042.0,1978592.0,4366460.0,Black Label Media,101.0
391,Hotel Transylvania 3: Summer Vacation,6.3,54793.0,PG,Animation,Genndy Tartakovsky,Genndy Tartakovsky,Adam Sandler,USA,80000000.0,44076225.0,167510016.0,528583774.0,Sony Pictures Animation,97.0
392,Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,83019.0,PG-13,Action,Dave Green,Josh Appelbaum,Megan Fox,USA,135000000.0,35316382.0,82051601.0,245623848.0,Paramount Pictures,112.0
393,The Diary of a Teenage Girl,6.9,29183.0,R,Comedy,Marielle Heller,Phoebe Gloeckner,Bel Powley,USA,2000000.0,52334.0,1477002.0,1775133.0,Caviar,102.0
394,Underworld: Blood Wars,5.8,68468.0,R,Action,Anna Foerster,Cory Goodman,Kate Beckinsale,USA,35000000.0,13688751.0,30353973.0,81093313.0,Screen Gems,91.0
395,The Beach Bum,5.5,17519.0,R,Comedy,Harmony Korine,Harmony Korine,Matthew McConaughey,Switzerland,5000000.0,1763070.0,3502600.0,4554416.0,Iconoclast,95.0
